epoch,split,label,hypo,hyper,katz,sat
69,train_pos,1,supermarket,commercial building,0.0,0.7461991310119629
69,train_pos,1,hand tool,tool,0.0,0.7890700101852417
69,train_pos,1,peach,fruit,0.0,0.831150472164154
69,train_pos,1,pike,fish,0.0,0.7449462413787842
69,train_pos,1,nail gun,power tool,0.0,0.7585898041725159
69,train_pos,1,workshop,industrial building,0.0,0.6848904490470886
69,train_pos,1,noodles,grain product,0.0,0.82407546043396
69,train_pos,1,tortilla,grain product,0.0,0.895243227481842
69,train_pos,1,store,commercial building,0.0,0.7436842322349548
69,train_pos,1,flowering plant,plant,0.0,0.7652705907821655
69,train_pos,1,fish,animal,0.0,0.752771258354187
69,train_pos,1,glider,aircraft,0.0,0.7668407559394836
69,train_pos,1,aircraft,vehicle,0.0,0.8203132152557373
69,train_pos,1,meat,food,0.0,0.8112382888793945
69,train_pos,1,clothing,physical object,0.0,0.7170125246047974
69,train_pos,1,ferry,watercraft,0.0,0.826306164264679
69,train_pos,1,plant,physical object,0.0,0.6782625317573547
69,train_pos,1,oak,tree,0.0,0.8499736189842224
69,train_pos,1,saw,hand tool,0.0,0.8543506264686584
69,train_pos,1,scarf,accessory,0.0,0.7261430621147156
69,train_pos,1,salmon,fish,0.0,0.7065391540527344
69,train_pos,1,bacon,meat,0.0,0.8661951422691345
69,train_pos,1,viola,string instrument,0.0,0.770037055015564
69,train_pos,1,road vehicle,vehicle,0.0,0.8099514245986938
69,train_pos,1,mosquito,insect,0.0,0.7555372714996338
69,train_pos,1,trousers,lower body clothing,0.0,0.6168311834335327
69,train_pos,1,moth,insect,0.0,0.7915822863578796
69,train_pos,1,airplane,aircraft,0.0,0.8603135943412781
69,train_pos,1,bat,mammal,0.0,0.8245742917060852
69,train_pos,1,synagogue,religious building,0.0,0.7800448536872864
69,train_pos,1,power plant,industrial building,0.0,0.7202786803245544
69,train_pos,1,cereal,grain product,0.0,0.8381749987602234
69,train_pos,1,lecture hall,educational building,0.0,0.6072524785995483
69,train_pos,1,bassoon,woodwind,0.0,0.7725967764854431
69,train_pos,1,sailboat,watercraft,0.0,0.8260164856910706
69,train_pos,1,cap,headwear,0.0,0.9280667901039124
69,train_pos,1,cat,mammal,0.0,0.7051821947097778
69,train_pos,1,bus,road vehicle,0.0,0.866449773311615
69,train_pos,1,wasp,insect,0.0,0.8756830096244812
69,train_pos,1,tulip,flowering plant,0.0,0.8614489436149597
69,train_pos,1,helmet,headwear,0.0,0.9545689821243286
69,train_pos,1,reptile,animal,0.0,0.7890518307685852
69,train_pos,1,seagull,bird,0.0,0.7042348980903625
69,train_pos,1,rocket,spacecraft,0.0,0.8108199834823608
69,train_pos,1,tram,rail vehicle,0.0,0.5773218274116516
69,train_pos,1,sparrow,bird,0.0,0.8095666170120239
69,train_pos,1,fern,plant,0.0,0.7306593656539917
69,train_pos,1,temple,religious building,0.0,0.6396547555923462
69,train_pos,1,yacht,watercraft,0.0,0.8940308094024658
69,train_pos,1,maple,tree,0.0,0.8499500155448914
69,train_pos,1,kiwi,fruit,0.0,0.7728414535522461
69,train_pos,1,blueberry,fruit,0.0,0.8310112357139587
69,train_pos,1,bugle,brass instrument,0.0,0.8207556009292603
69,train_pos,1,mammal,animal,0.0,0.7906967997550964
69,train_pos,1,instrument,physical object,0.0,0.7046183347702026
69,train_pos,1,lawn mower,gardening tool,0.0,0.6248602867126465
69,train_pos,1,alto saxophone,woodwind,0.0,0.8373405337333679
69,train_pos,1,boat,watercraft,0.0,0.7885189652442932
69,train_pos,1,building,physical object,0.0,0.7032395601272583
69,train_pos,1,beret,headwear,0.0,0.929385781288147
69,train_pos,1,dragonfly,insect,0.0,0.8756304383277893
69,train_pos,1,hat,headwear,0.0,0.9383824467658997
69,train_pos,1,rice,grain product,0.0,0.7560657858848572
69,train_pos,1,jet,aircraft,0.0,0.8598760962486267
69,train_pos,1,plum,fruit,0.0,0.768072247505188
69,train_pos,1,hammer,hand tool,0.0,0.8543054461479187
69,train_pos,1,lamb,meat,0.0,0.7702503204345703
69,train_pos,1,bee,insect,0.0,0.8233972191810608
69,train_pos,1,goldfish,fish,0.0,0.7428067922592163
69,train_pos,1,hotel,commercial building,0.0,0.6580418348312378
69,train_pos,1,drum kit,percussion instrument,0.0,0.7479360699653625
69,train_pos,1,triangle,percussion instrument,0.0,0.80391526222229
69,train_pos,1,subway train,rail vehicle,0.0,0.7768863439559937
69,train_pos,1,crow,bird,0.0,0.6811931729316711
69,train_pos,1,minibus,road vehicle,0.0,0.8100475668907166
69,train_pos,1,snare drum,percussion instrument,0.0,0.7625104784965515
69,train_pos,1,tiger,mammal,0.0,0.7143654227256775
69,train_pos,1,snake,reptile,0.0,0.7319924235343933
69,train_pos,1,bracelet,accessory,0.0,0.7419871091842651
69,train_pos,1,catfish,fish,0.0,0.6838117241859436
69,train_pos,1,pork,meat,0.0,0.73680180311203
69,train_pos,1,tuba,brass instrument,0.0,0.6714212894439697
69,train_pos,1,accordion,keyboard instrument,0.0,0.6993508338928223
69,train_pos,1,spruce,tree,0.0,0.7119531035423279
69,train_pos,1,hoodie,upper body clothing,0.0,0.9063481092453003
69,train_pos,1,office building,commercial building,0.0,0.8511568903923035
69,train_pos,1,necklace,accessory,0.0,0.7420107126235962
69,train_pos,1,pigeon,bird,0.0,0.8084139823913574
69,train_pos,1,whale,mammal,0.0,0.8261739015579224
69,train_pos,1,bracken,fern,0.0,0.6324290633201599
69,train_pos,1,elephant,mammal,0.0,0.8252857327461243
69,train_pos,1,apple tree,tree,0.0,0.8494188189506531
69,train_pos,1,alligator,reptile,0.0,0.8405335545539856
69,train_pos,1,carp,fish,0.0,0.6842718124389648
69,train_pos,1,bicycle,road vehicle,0.0,0.6905012130737305
69,train_pos,1,barrel cactus,cactus,0.0,0.6595513820648193
