epoch,split,label,hypo,hyper,katz,sat
89,train_pos,1,supermarket,commercial building,0.009999999776482582,0.9553983807563782
89,train_pos,1,hand tool,tool,0.009999999776482582,0.8861563801765442
89,train_pos,1,peach,fruit,0.009999999776482582,0.970996618270874
89,train_pos,1,pike,fish,0.009999999776482582,0.9690431356430054
89,train_pos,1,nail gun,power tool,0.009999999776482582,0.9720474481582642
89,train_pos,1,workshop,industrial building,0.009999999776482582,0.918220579624176
89,train_pos,1,noodles,grain product,0.009999999776482582,0.9548909068107605
89,train_pos,1,tortilla,grain product,0.009999999776482582,0.982494056224823
89,train_pos,1,store,commercial building,0.009999999776482582,0.9539930820465088
89,train_pos,1,flowering plant,plant,0.009999999776482582,0.9064581990242004
89,train_pos,1,fish,animal,0.009999999776482582,0.8990793228149414
89,train_pos,1,glider,aircraft,0.009999999776482582,0.9519932866096497
89,train_pos,1,aircraft,vehicle,0.009999999776482582,0.8970978856086731
89,train_pos,1,meat,food,0.009999999776482582,0.9197809100151062
89,train_pos,1,clothing,physical object,0.009999999776482582,0.9175603985786438
89,train_pos,1,ferry,watercraft,0.009999999776482582,0.9509720206260681
89,train_pos,1,plant,physical object,0.009999999776482582,0.9177521467208862
89,train_pos,1,oak,tree,0.009999999776482582,0.9800454378128052
89,train_pos,1,saw,hand tool,0.009999999776482582,0.9851366281509399
89,train_pos,1,scarf,accessory,0.009999999776482582,0.9462050199508667
89,train_pos,1,salmon,fish,0.009999999776482582,0.9464484453201294
89,train_pos,1,bacon,meat,0.009999999776482582,0.9840620160102844
89,train_pos,1,viola,string instrument,0.009999999776482582,0.9680211544036865
89,train_pos,1,road vehicle,vehicle,0.009999999776482582,0.8929963111877441
89,train_pos,1,mosquito,insect,0.009999999776482582,0.9476614594459534
89,train_pos,1,trousers,lower body clothing,0.009999999776482582,0.9565271139144897
89,train_pos,1,moth,insect,0.009999999776482582,0.9460862278938293
89,train_pos,1,airplane,aircraft,0.009999999776482582,0.9811615943908691
89,train_pos,1,bat,mammal,0.009999999776482582,0.9839571714401245
89,train_pos,1,synagogue,religious building,0.009999999776482582,0.9731479287147522
89,train_pos,1,power plant,industrial building,0.009999999776482582,0.9608147144317627
89,train_pos,1,cereal,grain product,0.009999999776482582,0.9597073197364807
89,train_pos,1,lecture hall,educational building,0.009999999776482582,0.9610447883605957
