epoch,split,label,hypo,hyper,katz,sat
159,train_pos,1,supermarket,commercial building,0.0,0.9918855428695679
159,train_pos,1,hand tool,tool,0.0,0.9698044657707214
159,train_pos,1,peach,fruit,0.0,0.997336208820343
159,train_pos,1,pike,fish,0.0,0.9948509335517883
159,train_pos,1,nail gun,power tool,0.0,0.9967742562294006
159,train_pos,1,workshop,industrial building,0.0,0.9801880121231079
159,train_pos,1,noodles,grain product,0.0,0.989753007888794
159,train_pos,1,tortilla,grain product,0.0,0.9983215928077698
159,train_pos,1,store,commercial building,0.0,0.9930601119995117
159,train_pos,1,flowering plant,plant,0.0,0.9764275550842285
159,train_pos,1,fish,animal,0.0,0.9771959781646729
159,train_pos,1,glider,aircraft,0.0,0.9925521612167358
159,train_pos,1,aircraft,vehicle,0.0,0.9735325574874878
159,train_pos,1,meat,food,0.0,0.9820634126663208
159,train_pos,1,clothing,physical object,0.0,0.9606810212135315
159,train_pos,1,ferry,watercraft,0.0,0.9919918179512024
159,train_pos,1,plant,physical object,0.0,0.9671570062637329
159,train_pos,1,oak,tree,0.0,0.997479259967804
159,train_pos,1,saw,hand tool,0.0,0.999138593673706
159,train_pos,1,scarf,accessory,0.0,0.990522027015686
159,train_pos,1,salmon,fish,0.0,0.9899459481239319
159,train_pos,1,bacon,meat,0.0,0.9985313415527344
159,train_pos,1,viola,string instrument,0.0,0.9947053790092468
159,train_pos,1,road vehicle,vehicle,0.0,0.9711154699325562
159,train_pos,1,mosquito,insect,0.0,0.9890055060386658
159,train_pos,1,trousers,lower body clothing,0.0,0.992602527141571
159,train_pos,1,moth,insect,0.0,0.9824953079223633
159,train_pos,1,airplane,aircraft,0.0,0.9986836314201355
159,train_pos,1,bat,mammal,0.0,0.9986172914505005
159,train_pos,1,synagogue,religious building,0.0,0.9972842931747437
159,train_pos,1,power plant,industrial building,0.0,0.994045615196228
159,train_pos,1,cereal,grain product,0.0,0.9887495040893555
159,train_pos,1,lecture hall,educational building,0.0,0.9936628341674805
159,train_pos,1,bassoon,woodwind,0.0,0.9942649006843567
159,train_pos,1,sailboat,watercraft,0.0,0.9919809103012085
159,train_pos,1,cap,headwear,0.0,0.9957984089851379
159,train_pos,1,cat,mammal,0.0,0.9914320707321167
159,train_pos,1,bus,road vehicle,0.0,0.9981924891471863
159,train_pos,1,wasp,insect,0.0,0.9966141581535339
159,train_pos,1,tulip,flowering plant,0.0,0.9985349178314209
159,train_pos,1,helmet,headwear,0.0,0.9991607666015625
159,train_pos,1,reptile,animal,0.0,0.9785037636756897
159,train_pos,1,seagull,bird,0.0,0.9856923818588257
159,train_pos,1,rocket,spacecraft,0.0,0.9922065138816833
159,train_pos,1,tram,rail vehicle,0.0,0.993135929107666
159,train_pos,1,sparrow,bird,0.0,0.9987161159515381
159,train_pos,1,fern,plant,0.0,0.9735801219940186
159,train_pos,1,temple,religious building,0.0,0.9850517511367798
159,train_pos,1,yacht,watercraft,0.0,0.9985520243644714
159,train_pos,1,maple,tree,0.0,0.997566819190979
159,train_pos,1,kiwi,fruit,0.0,0.9873818755149841
159,train_pos,1,blueberry,fruit,0.0,0.9973817467689514
159,train_pos,1,bugle,brass instrument,0.0,0.9984878301620483
159,train_pos,1,mammal,animal,0.0,0.9771634340286255
159,train_pos,1,instrument,physical object,0.0,0.9683895707130432
159,train_pos,1,lawn mower,gardening tool,0.0,0.9941293001174927
159,train_pos,1,alto saxophone,woodwind,0.0,0.9965369701385498
159,train_pos,1,boat,watercraft,0.0,0.9888202548027039
159,train_pos,1,building,physical object,0.0,0.9775941371917725
159,train_pos,1,beret,headwear,0.0,0.9959993362426758
159,train_pos,1,dragonfly,insect,0.0,0.9966444969177246
159,train_pos,1,hat,headwear,0.0,0.997665286064148
159,train_pos,1,rice,grain product,0.0,0.9816345572471619
159,train_pos,1,jet,aircraft,0.0,0.9986812472343445
159,train_pos,1,plum,fruit,0.0,0.9875649809837341
159,train_pos,1,hammer,hand tool,0.0,0.9991384744644165
159,train_pos,1,lamb,meat,0.0,0.9889315366744995
159,train_pos,1,bee,insect,0.0,0.9920575022697449
159,train_pos,1,goldfish,fish,0.0,0.9953349232673645
159,train_pos,1,hotel,commercial building,0.0,0.9867212772369385
159,train_pos,1,drum kit,percussion instrument,0.0,0.9907132387161255
159,train_pos,1,triangle,percussion instrument,0.0,0.995498538017273
159,train_pos,1,subway train,rail vehicle,0.0,0.9991859793663025
159,train_pos,1,crow,bird,0.0,0.9859899282455444
159,train_pos,1,minibus,road vehicle,0.0,0.995756208896637
159,train_pos,1,snare drum,percussion instrument,0.0,0.9917928576469421
159,train_pos,1,tiger,mammal,0.0,0.9842588901519775
159,train_pos,1,snake,reptile,0.0,0.9909736514091492
159,train_pos,1,bracelet,accessory,0.0,0.9956401586532593
159,train_pos,1,catfish,fish,0.0,0.9914531707763672
159,train_pos,1,pork,meat,0.0,0.986348032951355
159,train_pos,1,tuba,brass instrument,0.0,0.9864783883094788
159,train_pos,1,accordion,keyboard instrument,0.0,0.991209864616394
159,train_pos,1,spruce,tree,0.0,0.9858801960945129
159,train_pos,1,hoodie,upper body clothing,0.0,0.9979144930839539
159,train_pos,1,office building,commercial building,0.0,0.9990488886833191
159,train_pos,1,necklace,accessory,0.0,0.994286835193634
159,train_pos,1,pigeon,bird,0.0,0.9986107349395752
159,train_pos,1,whale,mammal,0.0,0.9985040426254272
159,train_pos,1,bracken,fern,0.0,0.9836795926094055
159,train_pos,1,elephant,mammal,0.0,0.9985411167144775
159,train_pos,1,apple tree,tree,0.0,0.9975374937057495
159,train_pos,1,alligator,reptile,0.0,0.9983651041984558
159,train_pos,1,carp,fish,0.0,0.9906249642372131
159,train_pos,1,bicycle,road vehicle,0.0,0.9852993488311768
159,train_pos,1,barrel cactus,cactus,0.0,0.989973783493042
159,train_pos,1,headwear,clothing,0.0,0.9662594199180603
159,train_pos,1,keyboard instrument,instrument,0.0,0.9733677506446838
159,train_pos,1,birch,tree,0.0,0.9918116331100464
159,train_pos,1,clavichord,keyboard instrument,0.0,0.992637038230896
159,train_pos,1,clarinet,woodwind,0.0,0.9984392523765564
159,train_pos,1,upper body clothing,clothing,0.0,0.9666216969490051
159,train_pos,1,daisy,flowering plant,0.0,0.9902742505073547
159,train_pos,1,jacket,upper body clothing,0.0,0.9946407079696655
159,train_pos,1,butterfly,insect,0.0,0.9964888095855713
159,train_pos,1,educational building,building,0.0,0.978057324886322
159,train_pos,1,gecko,reptile,0.0,0.9983318448066711
159,train_pos,1,shovel,gardening tool,0.0,0.9973108768463135
159,train_pos,1,tape measure,measuring tool,0.0,0.9980602860450745
159,train_pos,1,cedar,tree,0.0,0.9974324107170105
159,train_pos,1,tomato,vegetable,0.0,0.9917330741882324
159,train_pos,1,organ,keyboard instrument,0.0,0.9986966252326965
159,train_pos,1,space shuttle,spacecraft,0.0,0.9921993613243103
159,train_pos,1,residential building,building,0.0,0.9777201414108276
159,train_pos,1,cucumber,vegetable,0.0,0.9987378716468811
159,train_pos,1,helicopter,aircraft,0.0,0.9866001009941101
159,train_pos,1,pants,lower body clothing,0.0,0.9987611770629883
159,train_pos,1,pasta,grain product,0.0,0.9984703660011292
159,train_pos,1,sheep,mammal,0.0,0.9985215067863464
159,train_pos,1,chisel,hand tool,0.0,0.9971737861633301
159,train_pos,1,harpsichord,keyboard instrument,0.0,0.9958095550537109
159,train_pos,1,piccolo,woodwind,0.0,0.9984440207481384
159,train_pos,1,library,educational building,0.0,0.9936315417289734
159,train_pos,1,truck,road vehicle,0.0,0.9957786798477173
159,train_pos,1,animal,physical object,0.0,0.9692693948745728
159,train_pos,1,file,hand tool,0.0,0.9949306845664978
159,train_pos,1,footwear,clothing,0.0,0.9684475064277649
159,train_pos,1,christmas cactus,cactus,0.0,0.9949466586112976
159,train_pos,1,grape,fruit,0.0,0.9972487092018127
159,train_pos,1,sausage,meat,0.0,0.9950190782546997
159,train_pos,1,monorail,rail vehicle,0.0,0.9777563810348511
159,train_pos,1,ruler,measuring tool,0.0,0.9929343461990356
159,train_pos,1,industrial building,building,0.0,0.9783099889755249
159,train_pos,1,potato,vegetable,0.0,0.9954356551170349
159,train_pos,1,zebra,mammal,0.0,0.9984714388847351
159,train_pos,1,bread,grain product,0.0,0.9980623126029968
159,train_pos,1,spacecraft,vehicle,0.0,0.9736621975898743
159,train_pos,1,probe,spacecraft,0.0,0.9899703860282898
159,train_pos,1,coat,upper body clothing,0.0,0.9987519979476929
159,train_pos,1,apple,fruit,0.0,0.9991231560707092
159,train_pos,1,hand drill,hand tool,0.0,0.9982724189758301
159,train_pos,1,piano,keyboard instrument,0.0,0.9949772953987122
159,train_pos,1,beanie,headwear,0.0,0.9900588393211365
159,train_pos,1,cymbals,percussion instrument,0.0,0.9985617995262146
159,train_pos,1,dessert,food,0.0,0.9736349582672119
159,train_pos,1,cello,string instrument,0.0,0.9985067248344421
159,train_pos,1,cream,dairy product,0.0,0.9791169762611389
159,train_pos,1,fly,insect,0.0,0.9719042778015137
159,train_pos,1,lower body clothing,clothing,0.0,0.9688326120376587
159,train_pos,1,screwdriver,hand tool,0.0,0.9884592890739441
159,train_pos,1,shirt,upper body clothing,0.0,0.9958860278129578
159,train_pos,1,pudding,dessert,0.0,0.9886912107467651
159,train_pos,1,pie,dessert,0.0,0.9955024123191833
159,train_pos,1,shorts,lower body clothing,0.0,0.9930250644683838
159,train_pos,1,bird,animal,0.0,0.9762587547302246
159,train_pos,1,taxi,road vehicle,0.0,0.9956693649291992
159,train_pos,1,micrometer,measuring tool,0.0,0.9916927814483643
159,train_pos,1,trumpet,brass instrument,0.0,0.9950542449951172
159,train_pos,1,sneakers,footwear,0.0,0.989018440246582
159,train_pos,1,canoe,watercraft,0.0,0.9916126728057861
159,train_pos,1,willow,tree,0.0,0.9976717829704285
159,train_pos,1,mallet,hand tool,0.0,0.9911819696426392
159,train_pos,1,belt,accessory,0.0,0.9960113763809204
159,train_pos,1,english horn,woodwind,0.0,0.994433581829071
159,train_pos,1,string instrument,instrument,0.0,0.9648364186286926
159,train_pos,1,saxophone,woodwind,0.0,0.9893431663513184
159,train_pos,1,leggings,lower body clothing,0.0,0.9929333925247192
159,train_pos,1,high heels,footwear,0.0,0.9982116222381592
159,train_pos,1,tortoise,reptile,0.0,0.9951950907707214
159,train_pos,1,tree,plant,0.0,0.9616464972496033
159,train_pos,1,airliner,aircraft,0.0,0.9926359057426453
159,train_pos,1,pine,tree,0.0,0.986255943775177
159,train_pos,1,sweater,upper body clothing,0.0,0.9893063902854919
159,train_pos,1,percussion instrument,instrument,0.0,0.9658329486846924
159,train_pos,1,trout,fish,0.0,0.9974687099456787
159,train_pos,1,ice cream,dessert,0.0,0.9750548005104065
159,train_pos,1,tree fern,fern,0.0,0.9932543635368347
159,train_pos,1,cabbage,vegetable,0.0,0.998728334903717
159,train_pos,1,pepper,vegetable,0.0,0.9914536476135254
159,train_pos,1,harp,string instrument,0.0,0.9892549514770508
159,train_pos,1,tuna,fish,0.0,0.9863147735595703
159,train_pos,1,bungalow,residential building,0.0,0.9941229224205017
159,train_pos,1,mosque,religious building,0.0,0.9921896457672119
159,train_pos,1,motorcycle,road vehicle,0.0,0.9954348206520081
159,train_pos,1,car,road vehicle,0.0,0.9884894490242004
159,train_pos,1,pear,fruit,0.0,0.994814932346344
