epoch,split,label,hypo,hyper,katz,sat
199,train_pos,1,supermarket,commercial building,0.0,0.9910105466842651
199,train_pos,1,hand tool,tool,0.0,0.9921318888664246
199,train_pos,1,peach,fruit,0.0,0.9903416633605957
199,train_pos,1,pike,fish,0.0,0.9920777678489685
199,train_pos,1,nail gun,power tool,0.0,0.9939056038856506
199,train_pos,1,workshop,industrial building,0.0,0.9936838150024414
199,train_pos,1,noodles,grain product,0.0,0.9885817170143127
199,train_pos,1,tortilla,grain product,0.0,0.999029278755188
199,train_pos,1,store,commercial building,0.0,0.9913627505302429
199,train_pos,1,flowering plant,plant,0.0,0.9838415384292603
199,train_pos,1,fish,animal,0.0,0.986850380897522
199,train_pos,1,glider,aircraft,0.0,0.9882444143295288
199,train_pos,1,aircraft,vehicle,0.0,0.9815896153450012
199,train_pos,1,meat,food,0.0,0.994247317314148
199,train_pos,1,clothing,physical object,0.0,0.9360804557800293
199,train_pos,1,ferry,watercraft,0.0,0.9889051914215088
199,train_pos,1,plant,physical object,0.0,0.9355016946792603
199,train_pos,1,oak,tree,0.0,0.999366819858551
199,train_pos,1,saw,hand tool,0.0,0.9990285634994507
199,train_pos,1,scarf,accessory,0.0,0.992786705493927
199,train_pos,1,salmon,fish,0.0,0.9885920882225037
199,train_pos,1,bacon,meat,0.0,0.9995728135108948
199,train_pos,1,viola,string instrument,0.0,0.9952625036239624
199,train_pos,1,road vehicle,vehicle,0.0,0.9875071048736572
199,train_pos,1,mosquito,insect,0.0,0.9932350516319275
199,train_pos,1,trousers,lower body clothing,0.0,0.9927151799201965
199,train_pos,1,moth,insect,0.0,0.9939050078392029
199,train_pos,1,airplane,aircraft,0.0,0.9997404217720032
199,train_pos,1,bat,mammal,0.0,0.9995786547660828
199,train_pos,1,synagogue,religious building,0.0,0.992628812789917
199,train_pos,1,power plant,industrial building,0.0,0.995311439037323
199,train_pos,1,cereal,grain product,0.0,0.990330696105957
199,train_pos,1,lecture hall,educational building,0.0,0.9930931329727173
199,train_pos,1,bassoon,woodwind,0.0,0.9916380047798157
199,train_pos,1,sailboat,watercraft,0.0,0.989100992679596
199,train_pos,1,cap,headwear,0.0,0.9928471446037292
199,train_pos,1,cat,mammal,0.0,0.9879410862922668
199,train_pos,1,bus,road vehicle,0.0,0.9985059499740601
199,train_pos,1,wasp,insect,0.0,0.9996898174285889
199,train_pos,1,tulip,flowering plant,0.0,0.9991920590400696
199,train_pos,1,helmet,headwear,0.0,0.9992234706878662
199,train_pos,1,reptile,animal,0.0,0.979518711566925
199,train_pos,1,seagull,bird,0.0,0.9905517101287842
199,train_pos,1,rocket,spacecraft,0.0,0.9933376312255859
199,train_pos,1,tram,rail vehicle,0.0,0.9729591012001038
199,train_pos,1,sparrow,bird,0.0,0.9989801049232483
199,train_pos,1,fern,plant,0.0,0.9927899837493896
199,train_pos,1,temple,religious building,0.0,0.9885735511779785
199,train_pos,1,yacht,watercraft,0.0,0.9995564818382263
199,train_pos,1,maple,tree,0.0,0.9990218877792358
199,train_pos,1,kiwi,fruit,0.0,0.9815745949745178
199,train_pos,1,blueberry,fruit,0.0,0.9859553575515747
199,train_pos,1,bugle,brass instrument,0.0,0.9996263980865479
199,train_pos,1,mammal,animal,0.0,0.9815748333930969
199,train_pos,1,instrument,physical object,0.0,0.936289370059967
199,train_pos,1,lawn mower,gardening tool,0.0,0.9901870489120483
199,train_pos,1,alto saxophone,woodwind,0.0,0.9993233680725098
199,train_pos,1,boat,watercraft,0.0,0.9888486862182617
199,train_pos,1,building,physical object,0.0,0.936535120010376
199,train_pos,1,beret,headwear,0.0,0.9930692911148071
199,train_pos,1,dragonfly,insect,0.0,0.9996907711029053
199,train_pos,1,hat,headwear,0.0,0.9946064352989197
199,train_pos,1,rice,grain product,0.0,0.9869710206985474
199,train_pos,1,jet,aircraft,0.0,0.9994789958000183
199,train_pos,1,plum,fruit,0.0,0.9804635643959045
199,train_pos,1,hammer,hand tool,0.0,0.9996134638786316
199,train_pos,1,lamb,meat,0.0,0.9893240332603455
199,train_pos,1,bee,insect,0.0,0.9922141432762146
199,train_pos,1,goldfish,fish,0.0,0.9897024631500244
199,train_pos,1,hotel,commercial building,0.0,0.9899571537971497
199,train_pos,1,drum kit,percussion instrument,0.0,0.9911694526672363
199,train_pos,1,triangle,percussion instrument,0.0,0.9934694766998291
199,train_pos,1,subway train,rail vehicle,0.0,0.9995080232620239
199,train_pos,1,crow,bird,0.0,0.9893167614936829
199,train_pos,1,minibus,road vehicle,0.0,0.9930644631385803
199,train_pos,1,snare drum,percussion instrument,0.0,0.9920904636383057
199,train_pos,1,tiger,mammal,0.0,0.9884999394416809
199,train_pos,1,snake,reptile,0.0,0.9927816987037659
199,train_pos,1,bracelet,accessory,0.0,0.989651620388031
199,train_pos,1,catfish,fish,0.0,0.986358106136322
199,train_pos,1,pork,meat,0.0,0.9887506365776062
199,train_pos,1,tuba,brass instrument,0.0,0.9932739734649658
199,train_pos,1,accordion,keyboard instrument,0.0,0.9849724173545837
199,train_pos,1,spruce,tree,0.0,0.9866142868995667
199,train_pos,1,hoodie,upper body clothing,0.0,0.9995242357254028
199,train_pos,1,office building,commercial building,0.0,0.9996494054794312
199,train_pos,1,necklace,accessory,0.0,0.9934691190719604
199,train_pos,1,pigeon,bird,0.0,0.9995914101600647
199,train_pos,1,whale,mammal,0.0,0.9992522597312927
199,train_pos,1,bracken,fern,0.0,0.9898335933685303
199,train_pos,1,elephant,mammal,0.0,0.9991437196731567
199,train_pos,1,apple tree,tree,0.0,0.9993627667427063
199,train_pos,1,alligator,reptile,0.0,0.999427855014801
199,train_pos,1,carp,fish,0.0,0.9885154366493225
199,train_pos,1,bicycle,road vehicle,0.0,0.9898219108581543
199,train_pos,1,barrel cactus,cactus,0.0,0.9907221794128418
199,train_pos,1,headwear,clothing,0.0,0.9964585900306702
199,train_pos,1,keyboard instrument,instrument,0.0,0.9850463271141052
199,train_pos,1,birch,tree,0.0,0.9862915873527527
199,train_pos,1,clavichord,keyboard instrument,0.0,0.9844452738761902
199,train_pos,1,clarinet,woodwind,0.0,0.9992509484291077
199,train_pos,1,upper body clothing,clothing,0.0,0.9821224212646484
199,train_pos,1,daisy,flowering plant,0.0,0.9923762679100037
199,train_pos,1,jacket,upper body clothing,0.0,0.988695502281189
199,train_pos,1,butterfly,insect,0.0,0.9994910955429077
199,train_pos,1,educational building,building,0.0,0.9922309517860413
199,train_pos,1,gecko,reptile,0.0,0.9989795088768005
199,train_pos,1,shovel,gardening tool,0.0,0.9927270412445068
199,train_pos,1,tape measure,measuring tool,0.0,0.9949416518211365
199,train_pos,1,cedar,tree,0.0,0.9986388087272644
199,train_pos,1,tomato,vegetable,0.0,0.9927656650543213
199,train_pos,1,organ,keyboard instrument,0.0,0.9995630383491516
199,train_pos,1,space shuttle,spacecraft,0.0,0.9936927556991577
199,train_pos,1,residential building,building,0.0,0.9859305620193481
199,train_pos,1,cucumber,vegetable,0.0,0.9995954632759094
199,train_pos,1,helicopter,aircraft,0.0,0.9870024919509888
199,train_pos,1,pants,lower body clothing,0.0,0.9993324875831604
199,train_pos,1,pasta,grain product,0.0,0.9987469911575317
199,train_pos,1,sheep,mammal,0.0,0.9995191097259521
199,train_pos,1,chisel,hand tool,0.0,0.994027853012085
199,train_pos,1,harpsichord,keyboard instrument,0.0,0.9893883466720581
199,train_pos,1,piccolo,woodwind,0.0,0.9993981122970581
199,train_pos,1,library,educational building,0.0,0.9927075505256653
199,train_pos,1,truck,road vehicle,0.0,0.9936740398406982
199,train_pos,1,animal,physical object,0.0,0.935696005821228
199,train_pos,1,file,hand tool,0.0,0.9931532144546509
199,train_pos,1,footwear,clothing,0.0,0.9852647185325623
199,train_pos,1,christmas cactus,cactus,0.0,0.9932657480239868
199,train_pos,1,grape,fruit,0.0,0.9872165322303772
199,train_pos,1,sausage,meat,0.0,0.9923954010009766
199,train_pos,1,monorail,rail vehicle,0.0,0.9988707900047302
199,train_pos,1,ruler,measuring tool,0.0,0.9952385425567627
199,train_pos,1,industrial building,building,0.0,0.9843395948410034
199,train_pos,1,potato,vegetable,0.0,0.9944933652877808
199,train_pos,1,zebra,mammal,0.0,0.9992432594299316
199,train_pos,1,bread,grain product,0.0,0.9994078874588013
199,train_pos,1,spacecraft,vehicle,0.0,0.9863243699073792
199,train_pos,1,probe,spacecraft,0.0,0.9932450652122498
199,train_pos,1,coat,upper body clothing,0.0,0.9991349577903748
