epoch,split,label,hypo,hyper,katz,sat
169,train_pos,1,supermarket,commercial building,0.009999999776482582,0.9878156781196594
169,train_pos,1,hand tool,tool,0.009999999776482582,0.9915000796318054
169,train_pos,1,peach,fruit,0.009999999776482582,0.9902150630950928
169,train_pos,1,pike,fish,0.009999999776482582,0.9931568503379822
169,train_pos,1,nail gun,power tool,0.009999999776482582,0.9920054078102112
169,train_pos,1,workshop,industrial building,0.009999999776482582,0.9875213503837585
169,train_pos,1,noodles,grain product,0.009999999776482582,0.9844982028007507
169,train_pos,1,tortilla,grain product,0.009999999776482582,0.9986230134963989
169,train_pos,1,store,commercial building,0.009999999776482582,0.9869318604469299
169,train_pos,1,flowering plant,plant,0.009999999776482582,0.992424488067627
169,train_pos,1,fish,animal,0.009999999776482582,0.9946540594100952
169,train_pos,1,glider,aircraft,0.009999999776482582,0.9883281588554382
169,train_pos,1,aircraft,vehicle,0.009999999776482582,0.9959665536880493
169,train_pos,1,meat,food,0.009999999776482582,0.9899734258651733
169,train_pos,1,clothing,physical object,0.009999999776482582,0.9493016004562378
169,train_pos,1,ferry,watercraft,0.009999999776482582,0.9903693795204163
169,train_pos,1,plant,physical object,0.009999999776482582,0.9496203660964966
169,train_pos,1,oak,tree,0.009999999776482582,0.9992132186889648
169,train_pos,1,saw,hand tool,0.009999999776482582,0.999467670917511
169,train_pos,1,scarf,accessory,0.009999999776482582,0.9876154661178589
169,train_pos,1,salmon,fish,0.009999999776482582,0.988610029220581
169,train_pos,1,bacon,meat,0.009999999776482582,0.9990605711936951
169,train_pos,1,viola,string instrument,0.009999999776482582,0.9923833012580872
169,train_pos,1,road vehicle,vehicle,0.009999999776482582,0.9919312596321106
169,train_pos,1,mosquito,insect,0.009999999776482582,0.9877497553825378
169,train_pos,1,trousers,lower body clothing,0.009999999776482582,0.9874996542930603
169,train_pos,1,moth,insect,0.009999999776482582,0.9882064461708069
169,train_pos,1,airplane,aircraft,0.009999999776482582,0.9991499185562134
169,train_pos,1,bat,mammal,0.009999999776482582,0.9990180730819702
169,train_pos,1,synagogue,religious building,0.009999999776482582,0.9934312701225281
169,train_pos,1,power plant,industrial building,0.009999999776482582,0.9872570633888245
169,train_pos,1,cereal,grain product,0.009999999776482582,0.9889167547225952
169,train_pos,1,lecture hall,educational building,0.009999999776482582,0.9905799031257629
169,train_pos,1,bassoon,woodwind,0.009999999776482582,0.9923779964447021
169,train_pos,1,sailboat,watercraft,0.009999999776482582,0.9902758598327637
169,train_pos,1,cap,headwear,0.009999999776482582,0.9888775944709778
169,train_pos,1,cat,mammal,0.009999999776482582,0.9872907996177673
169,train_pos,1,bus,road vehicle,0.009999999776482582,0.9991567134857178
169,train_pos,1,wasp,insect,0.009999999776482582,0.9991889595985413
169,train_pos,1,tulip,flowering plant,0.009999999776482582,0.9990234375
169,train_pos,1,helmet,headwear,0.009999999776482582,0.9988401532173157
169,train_pos,1,reptile,animal,0.009999999776482582,0.9890152812004089
169,train_pos,1,seagull,bird,0.009999999776482582,0.9890285730361938
169,train_pos,1,rocket,spacecraft,0.009999999776482582,0.9879980087280273
169,train_pos,1,tram,rail vehicle,0.009999999776482582,0.9796661734580994
169,train_pos,1,sparrow,bird,0.009999999776482582,0.9990357160568237
169,train_pos,1,fern,plant,0.009999999776482582,0.9929325580596924
169,train_pos,1,temple,religious building,0.009999999776482582,0.9875099658966064
169,train_pos,1,yacht,watercraft,0.009999999776482582,0.999075174331665
169,train_pos,1,maple,tree,0.009999999776482582,0.9991644620895386
169,train_pos,1,kiwi,fruit,0.009999999776482582,0.9845237731933594
169,train_pos,1,blueberry,fruit,0.009999999776482582,0.990448534488678
169,train_pos,1,bugle,brass instrument,0.009999999776482582,0.9989393353462219
169,train_pos,1,mammal,animal,0.009999999776482582,0.9907013177871704
169,train_pos,1,instrument,physical object,0.009999999776482582,0.9497609734535217
169,train_pos,1,lawn mower,gardening tool,0.009999999776482582,0.9884530901908875
169,train_pos,1,alto saxophone,woodwind,0.009999999776482582,0.9988992214202881
169,train_pos,1,boat,watercraft,0.009999999776482582,0.9893575310707092
169,train_pos,1,building,physical object,0.009999999776482582,0.9495295286178589
169,train_pos,1,beret,headwear,0.009999999776482582,0.9888835549354553
169,train_pos,1,dragonfly,insect,0.009999999776482582,0.9992328882217407
169,train_pos,1,hat,headwear,0.009999999776482582,0.9929502010345459
169,train_pos,1,rice,grain product,0.009999999776482582,0.982021689414978
169,train_pos,1,jet,aircraft,0.009999999776482582,0.9992645382881165
169,train_pos,1,plum,fruit,0.009999999776482582,0.9837717413902283
169,train_pos,1,hammer,hand tool,0.009999999776482582,0.9994269609451294
169,train_pos,1,lamb,meat,0.009999999776482582,0.9888584613800049
169,train_pos,1,bee,insect,0.009999999776482582,0.9916760921478271
169,train_pos,1,goldfish,fish,0.009999999776482582,0.9929270148277283
169,train_pos,1,hotel,commercial building,0.009999999776482582,0.9855464696884155
169,train_pos,1,drum kit,percussion instrument,0.009999999776482582,0.9873600602149963
169,train_pos,1,triangle,percussion instrument,0.009999999776482582,0.9928089380264282
169,train_pos,1,subway train,rail vehicle,0.009999999776482582,0.9991275668144226
169,train_pos,1,crow,bird,0.009999999776482582,0.9879044890403748
169,train_pos,1,minibus,road vehicle,0.009999999776482582,0.9917879700660706
169,train_pos,1,snare drum,percussion instrument,0.009999999776482582,0.98739093542099
169,train_pos,1,tiger,mammal,0.009999999776482582,0.9874338507652283
169,train_pos,1,snake,reptile,0.009999999776482582,0.9879745244979858
169,train_pos,1,bracelet,accessory,0.009999999776482582,0.9858448505401611
169,train_pos,1,catfish,fish,0.009999999776482582,0.9887886643409729
169,train_pos,1,pork,meat,0.009999999776482582,0.9870184659957886
169,train_pos,1,tuba,brass instrument,0.009999999776482582,0.9866446852684021
169,train_pos,1,accordion,keyboard instrument,0.009999999776482582,0.9859468340873718
169,train_pos,1,spruce,tree,0.009999999776482582,0.9878849387168884
169,train_pos,1,hoodie,upper body clothing,0.009999999776482582,0.9990639090538025
169,train_pos,1,office building,commercial building,0.009999999776482582,0.9992727637290955
169,train_pos,1,necklace,accessory,0.009999999776482582,0.9886702299118042
169,train_pos,1,pigeon,bird,0.009999999776482582,0.999082088470459
169,train_pos,1,whale,mammal,0.009999999776482582,0.9987391829490662
169,train_pos,1,bracken,fern,0.009999999776482582,0.9833369851112366
169,train_pos,1,elephant,mammal,0.009999999776482582,0.9992350339889526
169,train_pos,1,apple tree,tree,0.009999999776482582,0.9992309808731079
169,train_pos,1,alligator,reptile,0.009999999776482582,0.998286783695221
169,train_pos,1,carp,fish,0.009999999776482582,0.9890522360801697
169,train_pos,1,bicycle,road vehicle,0.009999999776482582,0.9836207628250122
169,train_pos,1,barrel cactus,cactus,0.009999999776482582,0.985192060470581
169,train_pos,1,headwear,clothing,0.009999999776482582,0.99160236120224
169,train_pos,1,keyboard instrument,instrument,0.009999999776482582,0.9942134022712708
169,train_pos,1,birch,tree,0.009999999776482582,0.9936386942863464
169,train_pos,1,clavichord,keyboard instrument,0.009999999776482582,0.9861100912094116
169,train_pos,1,clarinet,woodwind,0.009999999776482582,0.9990352392196655
169,train_pos,1,upper body clothing,clothing,0.009999999776482582,0.9912601113319397
169,train_pos,1,daisy,flowering plant,0.009999999776482582,0.9847829937934875
169,train_pos,1,jacket,upper body clothing,0.009999999776482582,0.9892618656158447
169,train_pos,1,butterfly,insect,0.009999999776482582,0.9992507100105286
169,train_pos,1,educational building,building,0.009999999776482582,0.990500271320343
169,train_pos,1,gecko,reptile,0.009999999776482582,0.9987655878067017
169,train_pos,1,shovel,gardening tool,0.009999999776482582,0.992732584476471
169,train_pos,1,tape measure,measuring tool,0.009999999776482582,0.9909742474555969
169,train_pos,1,cedar,tree,0.009999999776482582,0.9991238713264465
169,train_pos,1,tomato,vegetable,0.009999999776482582,0.9881076216697693
169,train_pos,1,organ,keyboard instrument,0.009999999776482582,0.9984776377677917
169,train_pos,1,space shuttle,spacecraft,0.009999999776482582,0.9885120391845703
169,train_pos,1,residential building,building,0.009999999776482582,0.992480993270874
169,train_pos,1,cucumber,vegetable,0.009999999776482582,0.9985104203224182
169,train_pos,1,helicopter,aircraft,0.009999999776482582,0.9856666922569275
169,train_pos,1,pants,lower body clothing,0.009999999776482582,0.9992362260818481
169,train_pos,1,pasta,grain product,0.009999999776482582,0.9984857439994812
169,train_pos,1,sheep,mammal,0.009999999776482582,0.9992364645004272
169,train_pos,1,chisel,hand tool,0.009999999776482582,0.9938632249832153
169,train_pos,1,harpsichord,keyboard instrument,0.009999999776482582,0.9915955662727356
169,train_pos,1,piccolo,woodwind,0.009999999776482582,0.999038815498352
169,train_pos,1,library,educational building,0.009999999776482582,0.9901390075683594
169,train_pos,1,truck,road vehicle,0.009999999776482582,0.9914032816886902
169,train_pos,1,animal,physical object,0.009999999776482582,0.9498949646949768
169,train_pos,1,file,hand tool,0.009999999776482582,0.9898945689201355
169,train_pos,1,footwear,clothing,0.009999999776482582,0.9924007654190063
169,train_pos,1,christmas cactus,cactus,0.009999999776482582,0.991289496421814
169,train_pos,1,grape,fruit,0.009999999776482582,0.9898708462715149
169,train_pos,1,sausage,meat,0.009999999776482582,0.9929482936859131
169,train_pos,1,monorail,rail vehicle,0.009999999776482582,0.9972635507583618
169,train_pos,1,ruler,measuring tool,0.009999999776482582,0.9832656383514404
169,train_pos,1,industrial building,building,0.009999999776482582,0.9936190247535706
169,train_pos,1,potato,vegetable,0.009999999776482582,0.9927212595939636
169,train_pos,1,zebra,mammal,0.009999999776482582,0.9992398023605347
169,train_pos,1,bread,grain product,0.009999999776482582,0.9990719556808472
169,train_pos,1,spacecraft,vehicle,0.009999999776482582,0.9937580823898315
169,train_pos,1,probe,spacecraft,0.009999999776482582,0.9879339933395386
169,train_pos,1,coat,upper body clothing,0.009999999776482582,0.9992371797561646
169,train_pos,1,apple,fruit,0.009999999776482582,0.9992870688438416
169,train_pos,1,hand drill,hand tool,0.009999999776482582,0.9987661838531494
169,train_pos,1,piano,keyboard instrument,0.009999999776482582,0.9904093742370605
169,train_pos,1,beanie,headwear,0.009999999776482582,0.9869433641433716
169,train_pos,1,cymbals,percussion instrument,0.009999999776482582,0.9993908405303955
169,train_pos,1,dessert,food,0.009999999776482582,0.993036687374115
169,train_pos,1,cello,string instrument,0.009999999776482582,0.997765302658081
169,train_pos,1,cream,dairy product,0.009999999776482582,0.9824119210243225
169,train_pos,1,fly,insect,0.009999999776482582,0.9839377999305725
169,train_pos,1,lower body clothing,clothing,0.009999999776482582,0.994864284992218
169,train_pos,1,screwdriver,hand tool,0.009999999776482582,0.9894490242004395
169,train_pos,1,shirt,upper body clothing,0.009999999776482582,0.9911354780197144
169,train_pos,1,pudding,dessert,0.009999999776482582,0.9871441721916199
169,train_pos,1,pie,dessert,0.009999999776482582,0.9919053316116333
169,train_pos,1,shorts,lower body clothing,0.009999999776482582,0.9880049824714661
169,train_pos,1,bird,animal,0.009999999776482582,0.988658607006073
169,train_pos,1,taxi,road vehicle,0.009999999776482582,0.9916653037071228
169,train_pos,1,micrometer,measuring tool,0.009999999776482582,0.985504686832428
169,train_pos,1,trumpet,brass instrument,0.009999999776482582,0.9924153685569763
169,train_pos,1,sneakers,footwear,0.009999999776482582,0.9868857860565186
169,train_pos,1,canoe,watercraft,0.009999999776482582,0.9898708462715149
169,train_pos,1,willow,tree,0.009999999776482582,0.999309778213501
169,train_pos,1,mallet,hand tool,0.009999999776482582,0.9751027226448059
169,train_pos,1,belt,accessory,0.009999999776482582,0.991683840751648
169,train_pos,1,english horn,woodwind,0.009999999776482582,0.9925205707550049
169,train_pos,1,string instrument,instrument,0.009999999776482582,0.994541585445404
