epoch,split,label,hypo,hyper,katz,sat
149,train_pos,1,supermarket,commercial building,0.0,0.9945131540298462
149,train_pos,1,hand tool,tool,0.0,0.9761375784873962
149,train_pos,1,peach,fruit,0.0,0.9964872598648071
149,train_pos,1,pike,fish,0.0,0.9967711567878723
149,train_pos,1,nail gun,power tool,0.0,0.9968953132629395
149,train_pos,1,workshop,industrial building,0.0,0.9864305257797241
149,train_pos,1,noodles,grain product,0.0,0.9886041879653931
149,train_pos,1,tortilla,grain product,0.0,0.9973880648612976
149,train_pos,1,store,commercial building,0.0,0.9922162294387817
149,train_pos,1,flowering plant,plant,0.0,0.9817442297935486
149,train_pos,1,fish,animal,0.0,0.9822508692741394
149,train_pos,1,glider,aircraft,0.0,0.99327152967453
149,train_pos,1,aircraft,vehicle,0.0,0.977553129196167
149,train_pos,1,meat,food,0.0,0.9850168228149414
149,train_pos,1,clothing,physical object,0.0,0.9642439484596252
149,train_pos,1,ferry,watercraft,0.0,0.9927201271057129
149,train_pos,1,plant,physical object,0.0,0.9719796180725098
149,train_pos,1,oak,tree,0.0,0.9968973398208618
149,train_pos,1,saw,hand tool,0.0,0.9985488057136536
149,train_pos,1,scarf,accessory,0.0,0.9921133518218994
149,train_pos,1,salmon,fish,0.0,0.9900240302085876
149,train_pos,1,bacon,meat,0.0,0.9981778860092163
149,train_pos,1,viola,string instrument,0.0,0.9964205026626587
149,train_pos,1,road vehicle,vehicle,0.0,0.9742668271064758
149,train_pos,1,mosquito,insect,0.0,0.9885672330856323
149,train_pos,1,trousers,lower body clothing,0.0,0.9921972155570984
149,train_pos,1,moth,insect,0.0,0.9910708665847778
149,train_pos,1,airplane,aircraft,0.0,0.9983320832252502
149,train_pos,1,bat,mammal,0.0,0.9980251789093018
149,train_pos,1,synagogue,religious building,0.0,0.9971503615379333
149,train_pos,1,power plant,industrial building,0.0,0.9931025505065918
149,train_pos,1,cereal,grain product,0.0,0.9885559678077698
149,train_pos,1,lecture hall,educational building,0.0,0.994676947593689
149,train_pos,1,bassoon,woodwind,0.0,0.9963114857673645
149,train_pos,1,sailboat,watercraft,0.0,0.9928025603294373
149,train_pos,1,cap,headwear,0.0,0.9890607595443726
149,train_pos,1,cat,mammal,0.0,0.9900799989700317
149,train_pos,1,bus,road vehicle,0.0,0.9983002543449402
149,train_pos,1,wasp,insect,0.0,0.9978195428848267
149,train_pos,1,tulip,flowering plant,0.0,0.998245358467102
149,train_pos,1,helmet,headwear,0.0,0.997717022895813
149,train_pos,1,reptile,animal,0.0,0.9801662564277649
149,train_pos,1,seagull,bird,0.0,0.9879716038703918
149,train_pos,1,rocket,spacecraft,0.0,0.9924650192260742
149,train_pos,1,tram,rail vehicle,0.0,0.9912168979644775
149,train_pos,1,sparrow,bird,0.0,0.9984003901481628
149,train_pos,1,fern,plant,0.0,0.9749003648757935
149,train_pos,1,temple,religious building,0.0,0.987880289554596
149,train_pos,1,yacht,watercraft,0.0,0.998233437538147
149,train_pos,1,maple,tree,0.0,0.9967504739761353
149,train_pos,1,kiwi,fruit,0.0,0.9870126843452454
149,train_pos,1,blueberry,fruit,0.0,0.9966358542442322
149,train_pos,1,bugle,brass instrument,0.0,0.9985066056251526
149,train_pos,1,mammal,animal,0.0,0.9799571633338928
149,train_pos,1,instrument,physical object,0.0,0.9760362505912781
149,train_pos,1,lawn mower,gardening tool,0.0,0.9932170510292053
149,train_pos,1,alto saxophone,woodwind,0.0,0.9988607168197632
149,train_pos,1,boat,watercraft,0.0,0.9898219108581543
149,train_pos,1,building,physical object,0.0,0.9784399271011353
149,train_pos,1,beret,headwear,0.0,0.9885474443435669
149,train_pos,1,dragonfly,insect,0.0,0.9978777170181274
149,train_pos,1,hat,headwear,0.0,0.9927823543548584
149,train_pos,1,rice,grain product,0.0,0.9857091903686523
149,train_pos,1,jet,aircraft,0.0,0.9983466863632202
149,train_pos,1,plum,fruit,0.0,0.9876779913902283
